i roll pitch yaw
615 -0.812697 0.11432521 2.4676566 
616 -0.8168472 0.123018935 2.4700246 
617 -0.82227325 0.13438526 2.4731207 
618 -0.82365316 0.13433892 2.4714131 
619 -0.82458305 0.13430768 2.4702623 
620 -0.8261391 0.13425544 2.4683368 
621 -0.8270262 0.13422565 2.4672391 
622 -0.8284147 0.13417903 2.4655209 
623 -0.83129203 0.13386832 2.463028 
624 -0.83580667 0.13338083 2.4591167 
625 -0.838054 0.13313816 2.4571698 
626 -0.8408477 0.1328365 2.4547493 
627 -0.84302956 0.1326009 2.452859 
628 -0.8449606 0.13239239 2.451186 
629 -0.8477215 0.13209426 2.448794 
630 -0.84647113 0.1296703 2.4469566 
631 -0.8444983 0.12584567 2.444058 
632 -0.8429924 0.122926414 2.4418454 
633 -0.84118044 0.119413726 2.439183 
634 -0.84054863 0.119091675 2.423785 
635 -0.8395701 0.11859288 2.3999367 
636 -0.8389918 0.11829813 2.385844 
637 -0.83805597 0.1178211 2.3630362 
638 -0.8372833 0.11742725 2.3442054 
639 -0.8418114 0.117000006 2.3319623 
640 -0.8497171 0.11625407 2.310587 
641 -0.8551956 0.11573715 2.2957742 
642 -0.85976607 0.11530591 2.2834167 
643 -0.8632003 0.11608183 2.2692363 
644 -0.8664954 0.116826296 2.2556307 
645 -0.8703494 0.11769706 2.239717 
646 -0.8733613 0.11837755 2.2272806 
647 -0.87752146 0.11931749 2.2101028 
648 -0.8765511 0.12337614 2.2011197 
649 -0.87557125 0.12747438 2.1920488 
650 -0.87470967 0.13107792 2.184073 
651 -0.8739734 0.13415729 2.1772573 
652 -0.87310755 0.13777876 2.1692417 
653 -0.87365746 0.13416132 2.1628869 
654 -0.87425 0.1302637 2.1560397 
655 -0.87481755 0.12653041 2.1494813 
656 -0.87568563 0.12082 2.1394496 
657 -0.87643325 0.11590201 2.13081 
658 -0.87710196 0.111503065 2.1230822 
659 -0.87528896 0.110995136 2.1181898 
660 -0.87334293 0.11044995 2.1129386 
661 -0.8718907 0.11004309 2.1090198 
662 -0.8698021 0.10945796 2.1033838 
663 -0.867264 0.10874689 2.0965347 
664 -0.865649 0.10829444 2.0921767 
665 -0.8714467 0.111238174 2.096579 
666 -0.87749434 0.11430877 2.1011713 
667 -0.8839859 0.11760477 2.1061006 
668 -0.89271706 0.122037925 2.1127305 
669 -0.8985326 0.124990724 2.1171465 
670 -0.90393937 0.12773596 2.121252 
671 -0.90566546 0.1286079 2.1249266 
672 -0.9080477 0.12981129 2.129998 
673 -0.910087 0.13084146 2.1343393 
674 -0.91177726 0.1316953 2.1379375 
675 -0.9140076 0.13282198 2.1426857 
676 -0.9161739 0.13391629 2.1472974 
677 -0.91740596 0.12939803 2.148392 
678 -0.9183105 0.12608089 2.1491954 
679 -0.9192756 0.12254196 2.1500528 
680 -0.920701 0.11731458 2.151319 
681 -0.92227393 0.111546405 2.1527164 
682 -0.9232124 0.10810497 2.1535501 
683 -0.92282027 0.10741237 2.1536956 
684 -0.9223742 0.106624454 2.153861 
685 -0.9219934 0.10595183 2.1540022 
686 -0.9213788 0.10486631 2.15423 
687 -0.9245911 0.12167293 2.143943 
688 -0.92504525 0.12404878 2.142489 
689 -0.92544645 0.12614769 2.1412044 
690 -0.9341749 0.124980636 2.1394293 
691 -0.9398521 0.12422155 2.1382747 
692 -0.94400924 0.12366571 2.1374292 
693 -0.9491756 0.12297493 2.1363785 
694 -0.95525527 0.122162044 2.135142 
695 -0.9601114 0.12151275 2.1341546 
696 -0.9583412 0.12057828 2.1336517 
697 -0.95620126 0.11944864 2.133044 
698 -0.9542372 0.11841184 2.132486 
699 -0.95223504 0.11735489 2.1319175 
700 -0.950166 0.11626267 2.1313298 
701 -0.9473816 0.11479281 2.130539 
702 -0.9451832 0.11363229 2.1299145 
703 -0.9452918 0.11450794 2.131333 
704 -0.9454736 0.11597394 2.133708 
705 -0.9456071 0.11705062 2.135452 
706 -0.9457689 0.118355155 2.1375654 
707 -0.9459394 0.119730406 2.1397932 
708 -0.94605243 0.12064206 2.14127 
709 -0.9489601 0.12123072 2.1442587 
710 -0.9513661 0.12171782 2.1467319 
711 -0.953685 0.122187264 2.1491153 
712 -0.95622456 0.12270139 2.1517258 
713 -0.9579984 0.12306051 2.1535492 
714 -0.9609256 0.123653114 2.156558 
715 -0.96408147 0.12352585 2.159741 
716 -0.96843153 0.12335043 2.1641283 
717 -0.97196597 0.1232079 2.1676931 
718 -0.97572684 0.12305623 2.1714864 
719 -0.9796771 0.12289693 2.1754706 
720 -0.9829994 0.122762956 2.1788213 
721 -0.9833176 0.12106328 2.1835866 
722 -0.98368806 0.11908466 2.189134 
723 -0.98402274 0.117297135 2.1941454 
724 -0.98441344 0.115210496 2.1999955 
725 -0.9847792 0.11325716 2.2054718 
726 -0.9851198 0.11143795 2.210572 
727 -0.98537755 0.11006158 2.2144308 
728 -0.98217654 0.10895784 2.217718 
729 -0.9794401 0.10801428 2.220528 
730 -0.976059 0.106848456 2.2239997 
731 -0.97313285 0.105839476 2.2270045 
732 -0.9704809 0.10492506 2.2297277 
733 -0.96793264 0.10404638 2.2323444 
734 -0.97539955 0.110427395 2.2352066 
735 -0.9825866 0.116569236 2.2379615 
736 -0.98705393 0.12038686 2.2396739 
737 -0.99417984 0.12647647 2.2424052 
738 -0.9998692 0.13133846 2.244586 
739 -1.0047113 0.13547629 2.246442 
740 -1.010833 0.13773759 2.261111 
741 -1.0166343 0.13988048 2.275012 
742 -1.0213457 0.14162078 2.2863014 
743 -1.0271995 0.14378308 2.3003283 
744 -1.0315807 0.14540142 2.3108265 
745 -1.0360575 0.14705506 2.3215537 
746 -1.0341707 0.14102381 2.3711665 
747 -1.0326769 0.13624865 2.410447 
748 -1.0313358 0.13196178 2.4457104 
749 -1.0296715 0.12664178 2.4894724 
750 -1.0282784 0.12218826 2.5261068 
751 -1.0245907 0.13631201 2.5726998 
752 -1.0217825 0.14706744 2.608181 
753 -1.018413 0.15997273 2.6507542 
754 -1.0135667 0.17853364 2.7119849 
755 -1.0163486 0.18039562 2.7265797 
756 -1.0189152 0.1821135 2.740045 
757 -1.0218995 0.18411095 2.755702 
758 -1.025128 0.18627195 2.7726407 
759 -1.0272617 0.18770014 2.7838354 
760 -1.0300857 0.188644 2.790972 
761 -1.0315717 0.1891407 2.7947276 
762 -1.0347759 0.19021165 2.802825 
763 -1.0367225 0.1908623 2.8077445 
764 -1.0390657 0.19164547 2.813666 
765 -1.0399946 0.18681048 2.8161354 
766 -1.0415895 0.17850861 2.8203754 
767 -1.0429701 0.1713223 2.8240457 
768 -1.0448369 0.16160506 2.8290086 
769 -1.0462148 0.16751543 2.839461 
770 -1.0475047 0.1730477 2.8492448 
771 -1.0490887 0.17984231 2.8612611 
772 -1.0501611 0.18444209 2.869396 
773 -1.0496033 0.17504625 2.879243 
774 -1.0486909 0.15967627 2.895351 
775 -1.0479887 0.14784527 2.9077501 
776 -1.0475937 0.14119206 2.914723 
777 -1.0481498 0.15394339 2.9171653 
778 -1.04865 0.16541106 2.9193616 
779 -1.0492537 0.17925297 2.9220128 
780 -1.0497828 0.19138336 2.9243362 
781 -1.0527036 0.18376896 2.9254222 
782 -1.0562314 0.1745723 2.926734 
783 -1.0595877 0.16582254 2.9279819 
784 -1.0620073 0.15951487 2.9288816 
785 -1.0654974 0.1504165 2.9301794 
786 -1.0636152 0.15364316 2.93443 
787 -1.0620415 0.15634096 2.9379838 
788 -1.0601557 0.1595739 2.9422426 
789 -1.057707 0.163772 2.9477727 
790 -1.0678077 0.16290346 2.9578993 
791 -1.0753697 0.16225322 2.9654808 
792 -1.0856819 0.16136648 2.9758193 
793 -1.0938587 0.16066337 2.9840171 
794 -1.0991607 0.16020745 2.9893327 
795 -1.1080129 0.1622241 3.0093958 
796 -1.1123914 0.16322155 3.0193193 
797 -1.1177859 0.16445051 3.0315459 
798 -1.1225461 0.16553493 3.0423346 
799 -1.1270351 0.16655758 3.0525086 
800 -1.1322995 0.16775687 3.06444 
801 -1.129819 0.16999888 3.0928016 
802 -1.1249499 0.17439976 3.1484728 
803 -1.1215295 0.17749126 3.1875803 
804 -1.1154433 0.18299216 3.2571669 
805 -1.1155499 0.18248165 3.2812676 
806 -1.1156387 0.1820565 3.301338 
807 -1.1158329 0.18112645 3.3452442 
808 -1.1128306 0.16967246 3.394464 
809 -1.1119983 0.16649708 3.4081092 
810 -1.1119704 0.17197981 3.4214334 
811 -1.1119572 0.17458573 3.4277663 
812 -1.1119405 0.17786443 3.4357343 
813 -1.1119207 0.1817674 3.4452193 
814 -1.1118999 0.18587157 3.4551933 
815 -1.1134392 0.18047059 3.4644058 
816 -1.1152198 0.17422293 3.4750626 
817 -1.1159612 0.17162164 3.4794996 
818 -1.1196103 0.170177 3.484877 
819 -1.1222112 0.16914733 3.48871 
820 -1.1246657 0.16817561 3.4923272 
821 -1.1288408 0.16652271 3.49848 
822 -1.1315212 0.16546154 3.5024302 
823 -1.1349592 0.16713315 3.5067794 
824 -1.1380128 0.16861786 3.5106425 
825 -1.1409112 0.17002717 3.5143094 
826 -1.1440737 0.17156483 3.51831 
827 -1.1503567 0.173198 3.5234413 
828 -1.1549813 0.17440012 3.5272183 
829 -1.1635865 0.17663698 3.5342462 
830 -1.16985 0.17826511 3.5393617 
831 -1.1767428 0.18005683 3.544991 
832 -1.1770155 0.18041557 3.546262 
833 -1.1777726 0.18141142 3.5497904 
834 -1.178253 0.1820433 3.5520291 
835 -1.1785442 0.18242614 3.5533855 
836 -1.1847157 0.18526345 3.5597005 
837 -1.189742 0.18757421 3.5648434 
838 -1.1947254 0.18986526 3.5699425 
839 -1.1997869 0.19219224 3.5751216 
840 -1.2041339 0.1941907 3.5795696 
841 -1.2054869 0.19453588 3.5767643 
842 -1.2061718 0.19471061 3.5753443 
843 -1.2070874 0.19494422 3.5734458 
844 -1.2082043 0.19522914 3.5711303 
845 -1.2074964 0.19539693 3.573035 
846 -1.2062802 0.19568522 3.5763075 
847 -1.20531 0.1959152 3.5789182 
848 -1.2043189 0.19615014 3.5815852 
849 -1.2033048 0.19639052 3.5843139 
850 -1.2099925 0.18915357 3.5918415 
851 -1.2160709 0.1825761 3.598683 
852 -1.2229095 0.17517602 3.6063805 
853 -1.222472 0.17914826 3.6084938 
854 -1.2215496 0.18752344 3.6129496 
855 -1.221168 0.19098839 3.614793 
856 -1.2204025 0.19794044 3.6184916 
857 -1.2212353 0.19713 3.6193495 
858 -1.2220505 0.19633663 3.6201892 
859 -1.2228632 0.19554585 3.621026 
860 -1.2234693 0.19495606 3.6216502 
861 -1.2269703 0.19717479 3.6236837 
862 -1.230369 0.1993286 3.6256578 
863 -1.2339513 0.20159882 3.6277385 
864 -1.2357924 0.20276552 3.6288078 
865 -1.2325976 0.20246461 3.6356518 
866 -1.2306304 0.20227933 3.639866 
867 -1.2276812 0.20200154 3.6461842 
868 -1.2298418 0.20158821 3.6511188 
869 -1.2316318 0.2012458 3.6552067 
870 -1.2337677 0.2008372 3.660085 
871 -1.2357318 0.20046146 3.6645708 
872 -1.2365665 0.20240134 3.667273 
873 -1.2377912 0.20524733 3.6712375 
874 -1.2387688 0.20751917 3.674402 
875 -1.2399657 0.21030056 3.6782763 
876 -1.2421969 0.20990561 3.6810527 
877 -1.2443929 0.2095169 3.683785 
878 -1.2465963 0.20912685 3.6865268 
879 -1.2488161 0.2087339 3.6892889 
880 -1.2497615 0.20857352 3.6901526 
881 -1.2513698 0.20830064 3.6916223 
882 -1.2521183 0.20817363 3.6923063 
883 -1.2527575 0.2080652 3.6928904 
884 -1.2535242 0.20793512 3.6935909 
885 -1.2603863 0.21136764 3.6955552 
886 -1.265385 0.21386802 3.696986 
887 -1.2698964 0.21612464 3.6982772 
888 -1.274438 0.21839638 3.6995773 
889 -1.2799952 0.22117612 3.701168 
890 -1.2804221 0.22038709 3.7031586 
891 -1.2807764 0.21973222 3.7048109 
892 -1.2812202 0.21891178 3.7068808 
893 -1.2818153 0.21781176 3.709656 
894 -1.2822816 0.21694972 3.7118309 
895 -1.2859517 0.2195333 3.713802 
896 -1.2887353 0.22149277 3.7152972 
897 -1.2927849 0.22434352 3.7174723 
898 -1.2972332 0.22747487 3.7198615 
899 -1.2988503 0.2229985 3.7267501 
900 -1.2998581 0.22020882 3.731043 
901 -1.3009506 0.21718433 3.7356975 
902 -1.3019624 0.21438386 3.7400072 
903 -1.3031735 0.2110312 3.7451665 
904 -1.30574 0.21134475 3.7564993 
905 -1.3088701 0.21172714 3.7703207 
906 -1.3114895 0.21204714 3.7818868 
907 -1.3145857 0.21242541 3.7955587 
908 -1.3147106 0.21361613 3.7983122 
909 -1.314892 0.21534644 3.8023136 
910 -1.3150297 0.21665941 3.8053498 
911 -1.3151625 0.21792535 3.8082774 
912 -1.3152795 0.2190408 3.8108568 
913 -1.3154607 0.22076876 3.8148527 
914 -1.3155903 0.22200449 3.8177104 
915 -1.3163328 0.2213629 3.8198168 
916 -1.3169559 0.22082454 3.8215842 
917 -1.3177472 0.22014081 3.823829 
918 -1.3183222 0.21964408 3.8254597 
919 -1.3190625 0.21900451 3.8275595 
920 -1.319811 0.21835782 3.8296826 
921 -1.3204086 0.21905476 3.8313565 
922 -1.3209068 0.21963578 3.8327522 
923 -1.321552 0.22038826 3.8345597 
924 -1.3221934 0.22113615 3.8363562 
925 -1.3227398 0.22177349 3.837887 
926 -1.3233652 0.22250277 3.8396387 
927 -1.3252639 0.22358073 3.8404415 
928 -1.3278493 0.22504866 3.8415346 
929 -1.329596 0.22604044 3.842273 
930 -1.3324741 0.22767448 3.8434896 
931 -1.3340896 0.22859171 3.8441727 
932 -1.3361304 0.2297504 3.8450356 
933 -1.3371286 0.23024501 3.850788 
934 -1.3389 0.23112269 3.8609958 
935 -1.3407252 0.23202708 3.871514 
936 -1.3421093 0.2327129 3.8794901 
937 -1.3435615 0.23343246 3.8878589 
938 -1.3448685 0.23408009 3.895391 
939 -1.3446237 0.23659934 3.9112883 
940 -1.344433 0.23856243 3.923676 
941 -1.3441204 0.24177846 3.9439702 
942 -1.3438098 0.24497388 3.9641345 
943 -1.3435903 0.24723372 3.9783947 
944 -1.3440375 0.24976197 4.0035825 
945 -1.3442925 0.25120333 4.017942 
946 -1.3446637 0.25330186 4.0388484 
947 -1.3450315 0.2553807 4.0595584 
948 -1.3453122 0.25696784 4.0753703 
949 -1.3456802 0.25904787 4.0960927 
950 -1.3456875 0.25939497 4.1147013 
951 -1.3456937 0.25969014 4.130525 
952 -1.3457003 0.26000434 4.14737 
953 -1.3457085 0.2603955 4.16834 
954 -1.3457178 0.26083815 4.192072 
955 -1.3456985 0.26388502 4.2114177 
956 -1.3456786 0.26701906 4.2313166 
957 -1.3456607 0.26983833 4.249217 
958 -1.3456357 0.2737765 4.274222 
959 -1.3456186 0.27645606 4.2912354 
960 -1.3476793 0.2760516 4.311463 
961 -1.3495369 0.275687 4.3296976 
962 -1.351672 0.27526793 4.350657 
963 -1.3536116 0.27488723 4.369696 
964 -1.3555384 0.27450904 4.38861 
965 -1.3576705 0.27409053 4.4095397 
966 -1.3600918 0.2722964 4.432448 
967 -1.3620603 0.27083772 4.4510727 
968 -1.3643107 0.26917017 4.472365 
969 -1.3668888 0.2672599 4.4967556 
970 -1.3693478 0.2654378 4.5200205 
971 -1.3703021 0.26504174 4.537151 
972 -1.3714486 0.26456586 4.5577335 
973 -1.3726499 0.26406726 4.5792985 
974 -1.3737398 0.2636149 4.5988646 
975 -1.3746624 0.26323196 4.615427 
976 -1.3783407 0.26733658 4.644898 
977 -1.3802663 0.26948532 4.660326 
978 -1.3834143 0.27299806 4.6855474 
979 -1.3864993 0.27644065 4.710265 
980 -1.3888232 0.27903387 4.728884 
981 -1.3908943 0.28132114 4.7547517 
982 -1.3926349 0.2832433 4.7764897 
983 -1.3946626 0.28548265 4.8018155 
984 -1.3961235 0.28709602 4.8200617 
985 -1.397692 0.2888282 4.839651 
986 -1.3990383 0.29031506 4.8564663 
987 -1.3990571 0.28771105 4.8665595 
988 -1.3990712 0.28576854 4.874089 
989 -1.3990853 0.28381512 4.8816605 
990 -1.3991027 0.28141135 4.8909774 
991 -1.3991157 0.2796187 4.897926 
992 -1.3991356 0.2768616 4.9086123 
993 -1.3990396 0.27942812 4.9112515 
994 -1.3989646 0.28143355 4.913314 
995 -1.3988639 0.28413022 4.9160867 
996 -1.3987653 0.28676793 4.918799 
997 -1.3986943 0.28867033 4.9207554 
998 -1.401515 0.28396028 4.9224663 
999 -1.4031619 0.28121024 4.9234653 
1000 -1.4047976 0.27847892 4.924457 
1001 -1.4067141 0.27527875 4.925619 
